Date,AQI_lag1,AQI_lag2,AQI_lag3,AQI_lag7,AQI_3d_avg,AQI_7d_avg,Pm2.5_lag1,Pm2.5_lag2,Pm2.5_lag3,Pm2.5_3d_avg,Pm10_lag1,Pm10_lag2,Pm10_lag3,Pm10_3d_avg,No2_lag1,No2_lag2,No2_3d_avg,So2_lag1,So2_3d_avg,Co_lag1,Co_3d_avg,wind_pm25,temp_humidity,sin_day,cos_day,day_of_week,AQI_target
10/26/2017,239,290,105,239,305.6666667,223.1428571,52.58,165.18,46.39,117.9966667,42.43,115.89,192.83,74.24333333,83.87,30.85,62.93,41.01,43.29666667,6.79,4.57,386.8932,2030.28,-0.907013813,0.421100871,3,388
10/28/2017,388,239,290,277,306,225.1428571,136.23,52.58,165.18,118.3066667,64.41,42.43,115.89,55.82666667,74.07,83.87,57.03666667,48.67,44.27666667,2.1,5.2,423.5805,3501.641,-0.891981346,0.452072204,5,291
11/2/2017,291,388,239,82,235.3333333,217.2857143,166.11,136.23,52.58,112.3666667,60.64,64.41,42.43,80.88,13.17,74.07,59.11,43.15,39.81333333,6.71,4.413333333,125.9084444,4446.471605,-0.849817092,0.527077709,3,27
11/4/2017,27,291,388,181,117.6666667,196.4285714,34.76,166.11,136.23,99.22333333,117.59,60.64,64.41,148.77,90.09,13.17,40.93333333,27.62,26.03666667,4.43,6.813333333,380.424,4246.91,-0.831170626,0.556017437,5,35
11/7/2017,35,27,291,105,22,182,96.8,34.76,166.11,64.41666667,268.08,117.59,60.64,135.9,19.54,90.09,55.6,7.34,21.76666667,9.3,4.676666667,191.239,3903.075,-0.801361088,0.598180914,1,4
11/9/2017,4,35,27,290,175.6666667,210.2857143,61.69,96.8,34.76,118.5833333,22.03,268.08,117.59,183.1366667,57.17,19.54,34.42333333,30.34,19.43666667,0.3,3.583333333,652.9306,4555.626,-0.780295851,0.625410573,3,488
11/11/2017,488,4,35,239,305,236.5714286,197.26,61.69,96.8,151.9633333,259.3,22.03,268.08,121.46,26.56,57.17,29.81,20.63,24.43666667,1.15,2.986666667,523.8604,4033.692,-0.758305808,0.651898996,5,423
11/16/2017,423,488,4,388,317.6666667,187.1428571,196.94,197.26,61.69,149.1566667,83.05,259.3,22.03,174.11,5.7,26.56,22.39333333,22.34,15.23,7.51,4.873333333,206.1549,3308.256,-0.699458327,0.714673386,3,42
11/18/2017,42,423,488,291,159.6666667,147.5714286,53.27,196.94,197.26,123.4566667,179.98,83.05,259.3,173.5066667,34.92,5.7,20.15333333,2.72,17.15333333,5.96,6.26,471.0272,2802.375,-0.674443619,0.738326354,5,14
11/20/2017,14,42,423,27,26.33333333,147,120.16,53.27,196.94,82.92333333,257.49,179.98,83.05,193.0333333,19.84,34.92,41.86,26.4,11.66333333,5.31,5.34,227.5268,2020.226,-0.648629561,0.761104259,0,23
11/21/2017,23,14,42,35,123.3333333,189.5714286,75.34,120.16,53.27,89.29333333,141.63,257.49,179.98,227.6166667,70.82,19.84,40.52666667,5.87,14.83,4.75,6.226666667,268.5298,1973.111111,-0.635432301,0.772156584,1,333
11/22/2017,333,23,14,4,174.6666667,213,72.38,75.34,120.16,78.17333333,283.73,141.63,257.49,183.72,30.92,70.82,46.00666667,12.22,14.78333333,8.62,4.57,340.256,2432.325926,-0.622046748,0.782980104,2,168
11/23/2017,168,333,23,488,175.3333333,146.8571429,86.8,72.38,75.34,83.61333333,125.8,283.73,141.63,174.7,36.28,30.92,26.18333333,26.26,14.65666667,0.34,6.12,279.563,2598.222222,-0.60847687,0.793571609,3,25
11/25/2017,25,168,333,423,157.6666667,126.4285714,91.66,86.8,72.38,108.8333333,114.57,125.8,283.73,156.38,11.35,36.28,47.92666667,5.49,26.37333333,9.4,3.68,402.6688,3074.87,-0.580800273,0.814046094,5,280
11/26/2017,280,25,168,42,194.3333333,160.1428571,148.04,91.66,86.8,89.53333333,228.77,114.57,125.8,212.8866667,96.15,11.35,57.37333333,47.37,25.83,1.3,5.256666667,92.769,3846.336,-0.566701756,0.823923006,6,278
11/29/2017,278,280,25,14,267,192.8571429,28.9,148.04,91.66,93.79,295.32,228.77,114.57,219.6466667,64.62,96.15,59.45333333,24.63,29.96333333,5.07,4.986666667,410.4099,2523.756,-0.523415607,0.852077521,2,243
11/30/2017,243,278,280,23,195.3333333,198.8571429,104.43,28.9,148.04,48.46,134.85,295.32,228.77,233.8866667,17.59,64.62,34.97,17.89,19.35,8.59,4.983333333,31.9325,2644.344,-0.508670944,0.860961016,3,65
12/5/2017,65,243,278,333,170.3333333,180.2857143,12.05,104.43,28.9,76.06666667,271.49,134.85,295.32,161.5566667,22.7,17.59,18.29666667,15.53,26.59,1.29,3.68,927.276,809.412,-0.432775593,0.901501684,1,203
12/9/2017,203,65,243,168,149.6666667,182.1428571,111.72,12.05,104.43,60.42,78.33,271.49,134.85,212.1666667,14.6,22.7,18.56666667,46.35,25.36,1.16,2.213333333,282.2759,1172.244445,-0.369724543,0.929141411,5,181
12/12/2017,181,203,65,25,290,248,57.49,111.72,12.05,87.24666667,286.68,78.33,271.49,145.7233333,18.4,14.6,16.19,14.2,35.39,4.19,3.526666667,355.3152,966.452,-0.321269662,0.946987753,1,486
12/14/2017,486,181,203,280,276,231,92.53,57.49,111.72,93.2,72.16,286.68,78.33,126.8166667,15.57,18.4,23.11333333,45.62,33.99666667,5.23,4.4,631.0546,1541.02,-0.288482433,0.957485188,3,161
12/16/2017,161,486,181,278,306,230,129.58,92.53,57.49,137.53,21.61,72.16,286.68,68.83,35.37,15.57,30.21666667,42.17,32.96666667,3.78,4.7,758.1104,2433.966,-0.255353295,0.966847814,5,271
12/18/2017,271,161,486,243,242.3333333,237.4285714,190.48,129.58,92.53,121.7666667,112.72,21.61,72.16,129.33,39.71,35.37,35.87333333,11.11,20.83333333,5.09,4.763333333,155.6256,1548.411,-0.221921513,0.975064532,0,295
12/19/2017,295,271,161,65,282,268.1428571,45.24,190.48,129.58,126.7066667,253.66,112.72,21.61,193.7533333,32.54,39.71,30.18,9.22,11.90333333,5.42,3.7,450.528,2258.256,-0.2051045,0.97874008,1,280
12/21/2017,280,295,271,203,199,242.2857143,144.4,45.24,190.48,104.2666667,214.88,253.66,112.72,227.9033333,18.29,32.54,18.86,15.38,20.83333333,0.59,3.61,655.2112,1405.599,-0.171293144,0.985220107,3,22
12/22/2017,22,280,295,181,102.3333333,217.1428571,123.16,144.4,45.24,103.13,215.17,214.88,253.66,221.31,5.75,18.29,27.26666667,37.9,23.04666667,4.82,4.716666667,115.4508,1220.236,-0.154308821,0.988022666,4,5
12/23/2017,5,22,280,486,146.6666667,206.7142857,41.83,123.16,144.4,72.02666667,233.88,215.17,214.88,160.7433333,57.76,5.75,34.57666667,15.86,26.50666667,8.74,4.98,110.8653,1408.4,-0.137278772,0.990532452,5,413
12/24/2017,413,5,22,161,240,226.8571429,51.09,41.83,123.16,69.34333333,33.18,233.88,215.17,152.88,40.22,57.76,40.10333333,25.76,21.77,1.38,4.316666667,283.1706,1603.503,-0.120208045,0.992748722,6,302
12/28/2017,302,413,5,271,395.3333333,255.4285714,115.11,51.09,41.83,74.37666667,191.58,33.18,233.88,129.8566667,22.33,40.22,42.87,23.69,28.73666667,2.83,2.986666667,174.2058,2079,-0.051619667,0.998666816,3,471
12/29/2017,471,302,413,295,264.6666667,216.2857143,56.93,115.11,51.09,100.8433333,164.81,191.58,33.18,125.7333333,66.06,22.33,49.68666667,36.76,30.83333333,4.75,2.726666667,334.0544,1827.235555,-0.034421612,0.999407401,4,21
12/31/2017,21,471,302,280,210.3333333,196.1428571,130.49,56.93,115.11,97.87,20.81,164.81,191.58,161.5966667,60.67,66.06,60.69,32.05,24.61666667,0.6,4.053333333,268.6607,2881.962,6.43E-16,1,6,139
1/1/2018,139,21,471,22,93.33333333,210.1428571,106.19,130.49,56.93,107.45,299.17,20.81,164.81,130.6433333,55.34,60.67,70.52,5.04,19.44333333,6.81,2.743333333,214.175,2687.753,0.017213356,0.999851839,0,120
1/2/2018,120,139,21,5,185.3333333,251.8571429,85.67,106.19,130.49,79.29,71.95,299.17,20.81,213.2433333,95.55,55.34,73.38666667,21.24,21.51,0.82,3.793333333,139.8704,2304.61,0.034421612,0.999407401,1,297
1/3/2018,297,120,139,413,269,248.5714286,46.01,85.67,106.19,82.05666667,268.61,71.95,299.17,211.3766667,69.27,95.55,73.35666667,38.25,25.19,3.75,1.74,310.2679,2139.05,0.051619667,0.998666816,2,390
1/4/2018,390,297,120,302,270.6666667,223.2857143,114.49,46.01,85.67,94.39666667,293.57,268.61,71.95,265.8666667,55.25,69.27,47.35,16.08,33.01,0.65,4.67,365.6162,3081.944,0.068802427,0.997630305,3,125
1/5/2018,125,390,297,471,298.6666667,210.4285714,122.69,114.49,46.01,85.12666667,235.42,293.57,268.61,237,17.53,55.25,49.70333333,44.7,34.88333333,9.61,5.6,47.502,4316.673333,0.085964799,0.996298175,4,381
1/6/2018,381,125,390,21,200.3333333,221,18.2,122.69,114.49,110.4066667,182.01,235.42,293.57,215.0233333,76.33,17.53,34.41,43.87,42.36666667,6.54,6.476666667,610.9593,4398.844445,0.103101697,0.99467082,5,95
1/7/2018,95,381,125,139,268,248,190.33,18.2,122.69,75.86666667,227.64,182.01,235.42,161.6833333,9.37,76.33,32.96,38.53,36.44666667,3.28,5.323333333,46.7215,3897.537,0.120208045,0.992748722,6,328
1/10/2018,328,95,381,120,301,299.4285714,19.07,190.33,18.2,98.09,75.4,227.64,182.01,139.89,13.18,9.37,22,26.94,27.23333333,6.15,6.003333333,306.3807,4042.432,0.171293144,0.985220107,2,480
1/11/2018,480,328,95,297,378.6666667,303.8571429,84.87,19.07,190.33,89.04,116.63,75.4,227.64,76.04666667,43.45,13.18,23.8,16.23,19.78,8.58,5.86,390.0002,3909.592,0.18822671,0.982125606,3,328
1/12/2018,328,480,328,390,285,254.8571429,163.18,84.87,19.07,97.29,36.11,116.63,75.4,116.0533333,14.77,43.45,40.33666667,16.17,25.34333333,2.85,5.91,163.8868,3277.53,0.2051045,0.97874008,4,47
1/13/2018,47,328,480,125,234.6666667,284,43.82,163.18,84.87,89.63,195.42,36.11,116.63,97.66333333,62.79,14.77,31.20666667,43.63,26.18333333,6.3,4.946666667,313.7823,2246.085,0.221921513,0.975064532,5,329
1/14/2018,329,47,328,381,264.3333333,289.1428571,61.89,43.82,163.18,60.09,61.46,195.42,36.11,119.2766667,16.06,62.79,51.45666667,18.75,32.50333333,5.69,4.3,269.9072,2158.687,0.238672766,0.971100052,6,417
1/15/2018,417,329,47,95,343,316,74.56,61.89,43.82,65.42333333,100.95,61.46,195.42,121.15,75.52,16.06,49.37666667,35.13,26.27,0.91,4.383333333,153.1392,2917,0.255353295,0.966847814,0,283
1/16/2018,283,417,329,328,287.6666667,292.4285714,59.82,74.56,61.89,74.68,201.04,100.95,61.46,135.1466667,56.55,75.52,60.76333333,24.93,31.20333333,6.55,2.576666667,224.15,3288.684,0.271958158,0.962309077,1,163
1/17/2018,163,283,417,480,199.6666667,245.7142857,89.66,59.82,74.56,98.58333333,103.45,201.04,100.95,133.7,50.22,56.55,68.79333333,33.55,30.90666667,0.27,4.926666667,478.3029,2914.366,0.288482433,0.957485188,2,153
1/18/2018,153,163,283,328,113,202.1428571,146.27,89.66,59.82,144.3,96.61,103.45,201.04,124.0933333,99.61,50.22,74.46,34.24,24.64333333,7.96,5.963333333,618.4858,2987.536,0.304921225,0.952377576,3,23
1/20/2018,23,153,163,47,190.6666667,252,196.97,146.27,89.66,128.5866667,172.22,96.61,103.45,96.73333333,73.55,99.61,75.05,6.14,28.97,9.66,8.246666667,253.8444,2254.581,0.3375229,0.941317318,5,396
1/21/2018,396,23,153,329,220,239.4285714,42.52,196.97,146.27,92.29,21.37,172.22,96.61,133.84,51.99,73.55,60.23,46.53,18.24333333,7.12,6.29,130.83,1884.108,0.353676122,0.935367949,6,241
1/22/2018,241,396,23,417,308,220.8571429,37.38,42.52,196.97,67.22333333,207.93,21.37,172.22,134.8533333,55.15,51.99,40.76,2.06,26.68,2.09,5.753333333,445.6782,1820.896,0.369724543,0.929141411,0,287
1/23/2018,287,241,396,283,284,226.7142857,121.77,37.38,42.52,72.67666667,175.26,207.93,21.37,195.6566667,15.14,55.15,40.32,31.45,20.28,8.05,6.433333333,246.7072,1838.67,0.385663406,0.922639549,1,324
1/24/2018,324,287,241,163,273.6666667,233.4285714,58.88,121.77,37.38,81.44666667,203.78,175.26,207.93,207.66,50.67,15.14,46.9,27.33,36.22666667,9.16,7.816666667,193.6176,1808.842,0.401487989,0.915864288,2,210
1/25/2018,210,324,287,153,193.6666667,218.2857143,63.69,58.88,121.77,99.74666667,243.94,203.78,175.26,246.9466667,74.89,50.67,60.67,49.9,31.68333333,6.24,6.353333333,872.7498,2944.65,0.417193603,0.908817637,3,47
1/26/2018,47,210,324,23,178,254.5714286,176.67,63.69,58.88,142.5466667,293.12,243.94,203.78,240.4466667,56.45,74.89,56.57333333,17.82,35.97,3.66,5.916666667,846.5056,2147.98,0.432775593,0.901501684,4,277
1/28/2018,277,47,210,396,238.6666667,254,187.28,176.67,63.69,187.15,184.28,293.12,243.94,240.65,38.38,56.45,54.89333333,40.19,31.36,7.85,6.463333333,1378.55,1649.054444,0.463550271,0.886070622,6,392
1/29/2018,392,277,47,241,235,224.7142857,197.5,187.28,176.67,182.7933333,244.55,184.28,293.12,152.9333333,69.85,38.38,63.31333333,36.07,32.21333333,7.88,6.846666667,903.072,1742.288889,0.47873384,0.877960085,0,36
1/30/2018,36,392,277,287,302,252,163.6,197.5,187.28,165.6633333,29.97,244.55,184.28,102.8966667,81.71,69.85,62.22666667,20.38,22.47666667,4.81,6.88,354.5493636,1853.112396,0.49377555,0.869589389,1,478
1/31/2018,478,36,392,324,296.3333333,259.2857143,135.89,163.6,197.5,145.2633333,34.17,29.97,244.55,41.99666667,35.12,81.71,56.85,10.98,19.68,7.95,6.856666667,397.7481818,1965.019835,0.508670944,0.860961016,2,375
2/1/2018,375,478,36,210,379.3333333,270,136.3,135.89,163.6,131.7466667,61.85,34.17,29.97,40.90666667,53.72,35.12,46.47333333,27.68,18.32333333,7.81,8.15,332.235,2228.142149,0.523415607,0.852077521,3,285
2/2/2018,285,375,478,47,252.3333333,277.1428571,123.05,136.3,135.89,138.6366667,26.7,61.85,34.17,85.68333333,50.58,53.72,62.36,16.31,22.76666667,8.69,7.58,441.2145454,2135.856199,0.538005172,0.842941537,4,97
2/3/2018,97,285,375,277,213.6666667,274.5714286,156.56,123.05,136.3,150.5666667,168.5,26.7,61.85,112.1766667,82.78,50.58,52.27,24.31,27.98,6.24,7.81,535.0434545,2140.761984,0.552435313,0.833555772,5,259
2/4/2018,259,97,285,392,164.6666667,238.2857143,172.09,156.56,123.05,165.4133333,141.33,168.5,26.7,147.46,23.45,82.78,47.75,43.32,28.33333333,8.5,7.56,537.8115454,2465.136363,0.566701756,0.823923006,6,138
2/5/2018,138,259,97,36,221,271.1428571,167.59,172.09,156.56,146.2666667,132.55,141.33,168.5,117.0366667,37.02,23.45,44.16333333,17.37,22.73,7.94,5.943333333,305.4698182,2921.452067,0.580800273,0.814046094,0,266
2/6/2018,266,138,259,478,154,211.1428571,99.12,167.59,172.09,136.9466667,77.23,132.55,141.33,82.60333333,72.02,37.02,47.79333333,7.5,24.24333333,1.39,4.893333333,508.3858181,3354.366116,0.594726687,0.803927962,1,58
2/7/2018,58,266,138,375,256.3333333,221.1428571,144.13,99.12,167.59,101.8866667,38.03,77.23,132.55,70.99666667,34.34,72.02,53.04333333,47.86,24.6,5.35,4.613333333,255.881,1960.190082,0.60847687,0.793571609,2,445
2/8/2018,445,58,266,285,304,238.8571429,62.41,144.13,99.12,82.13666667,97.73,38.03,77.23,52.59,52.77,34.34,46.59,18.44,25.10333333,7.1,4.226666667,158.3926364,1662.690909,0.622046748,0.782980104,3,409
2/9/2018,409,445,58,97,365.3333333,259.5714286,39.87,62.41,144.13,38.28333333,22.01,97.73,38.03,117.5533333,52.66,52.77,65.3,9.01,18.66,0.23,5.44,41.25245455,2826.565289,0.635432301,0.772156584,4,242
2/10/2018,242,409,445,259,253,238,12.57,39.87,62.41,68.45,232.92,22.01,97.73,180.2933333,90.47,52.66,62.57666667,28.53,25.55666667,8.99,4.496666667,636.6616364,3943.281818,0.648629561,0.761104259,5,108
2/11/2018,108,242,409,138,171.3333333,241.7142857,152.91,12.57,39.87,63.93666667,285.95,232.92,22.01,242.0566667,44.6,90.47,48.60666667,39.13,24.12,4.27,6.98,140.5064545,2494.044628,0.661634618,0.749826401,6,164
2/13/2018,164,108,242,266,226,261.7142857,26.33,152.91,12.57,103.4033333,207.3,285.95,232.92,189.0533333,10.75,44.6,27.95333333,4.7,23.61666667,7.68,5.733333333,463.1575454,3084.876033,0.687052767,0.726607525,1,406
2/14/2018,406,164,108,58,322.3333333,310.1428571,130.97,26.33,152.91,85.82333333,73.91,207.3,285.95,122.8066667,28.51,10.75,32.11333333,27.02,23.10666667,5.25,5.606666667,305.0631818,3315.189256,0.699458327,0.714673386,2,397
2/15/2018,397,406,164,445,390.6666667,299.2857143,100.17,130.97,26.33,124.8366667,87.21,73.91,207.3,153.6433333,57.08,28.51,48.74666667,37.6,35.44333333,3.89,3.286666667,682.9625455,2388.198347,0.711656622,0.702527474,3,369
2/16/2018,369,397,406,409,376,292.5714286,143.37,100.17,130.97,131.6066667,299.81,87.21,73.91,164.79,60.65,57.08,52.53333333,41.71,27.42666667,0.72,2.646666667,583.1156364,1412.119008,0.723644038,0.690173388,4,362
2/17/2018,362,369,397,242,342,300.1428571,151.28,143.37,100.17,161.6633333,107.35,299.81,87.21,142.7633333,39.87,60.65,37.55333333,2.97,27.27666667,3.33,2.806666667,605.6272728,1710.208264,0.735417023,0.677614789,5,295
2/18/2018,295,362,369,108,309,323.2857143,190.34,151.28,143.37,117.6933333,21.13,107.35,299.81,128.3666667,12.14,39.87,39.02666667,37.15,18.43,4.37,4.316666667,57.40418182,2925.157025,0.746972088,0.664855398,6,270
2/19/2018,270,295,362,164,329.6666667,360.4285714,11.46,190.34,151.28,108.0633333,256.62,21.13,107.35,182.0366667,65.07,12.14,44.62,15.17,22.81,5.25,5.82,807.774,1798.23719,0.758305808,0.651898996,0,424
2/20/2018,424,270,295,406,233,303.1428571,122.39,11.46,190.34,110.5233333,268.36,256.62,21.13,273.87,56.65,65.07,57.93,16.11,17.87333333,7.84,7.523333333,762.1207274,1383.667273,0.769414827,0.638749422,1,5
2/21/2018,5,424,270,397,279,304.7142857,197.72,122.39,11.46,167.81,296.63,268.36,256.62,195.09,52.07,56.65,59.84,22.34,21.58,9.48,7.656666667,681.6170909,1754.538843,0.780295851,0.625410573,2,408
2/22/2018,408,5,424,369,272.3333333,309.7142857,183.32,197.72,122.39,141.5566667,20.28,296.63,268.36,205.4166667,70.8,52.07,43.72,26.29,20.71666667,5.65,5.27,205.4576364,2651.536364,0.790945657,0.611886401,3,404
2/23/2018,404,408,5,362,351.6666667,292.7142857,43.63,183.32,197.72,114.1566667,299.34,20.28,296.63,168.2866667,8.29,70.8,43.51,13.52,16.93,0.68,2.223333333,673.1665454,1968.909091,0.801361088,0.598180914,4,243
2/24/2018,243,404,408,295,234.3333333,258.5714286,115.52,43.63,183.32,106.15,185.24,299.34,20.28,222.1766667,51.44,8.29,44.43333333,10.98,10.96666667,0.34,2.786666667,684.99,1604.586777,0.811539059,0.584298174,5,56
2/25/2018,56,243,404,270,153.3333333,243,159.3,115.52,43.63,112.73,181.95,185.24,299.34,184.83,73.57,51.44,50.75333333,8.4,23.03666667,7.34,4.753333333,261.5452727,1724.07686,0.821476553,0.570242293,6,161
2/28/2018,161,56,243,424,172,225.1428571,63.37,159.3,115.52,78.49666667,187.3,181.95,185.24,201.3466667,27.25,73.57,38.02666667,49.73,27.08333333,6.58,5.026666667,50.58072727,2870.327272,0.849817092,0.527077709,2,299
3/4/2018,299,161,56,5,245,263.7142857,12.82,63.37,159.3,83.06333333,234.79,187.3,181.95,199.1266667,13.26,27.25,33.47666667,23.12,33.59666667,1.16,5.423333333,687.2818182,2474.028099,0.88406751,0.467359217,6,275
3/5/2018,275,299,161,408,272.3333333,240.1428571,173,12.82,63.37,78.55,175.29,234.79,187.3,169.7366667,59.92,13.26,47.14,27.94,19.42333333,8.53,3.973333333,259.569,1407.795041,0.891981346,0.452072204,0,243
3/6/2018,243,275,299,404,183.6666667,187.1428571,49.83,173,12.82,82.93,99.13,175.29,234.79,126.5433333,68.24,59.92,63.80666667,7.21,16.74666667,2.23,6.52,113.752,1210.618182,0.89963087,0.436651232,1,33
3/7/2018,33,243,275,243,191.3333333,195,25.96,49.83,173,57.85333333,105.21,99.13,175.29,83.58666667,63.26,68.24,76.84333333,15.09,11.46,8.8,5.336666667,243.5361818,1847.76033,0.907013813,0.421100871,2,298
3/8/2018,298,33,243,56,181.6666667,217.5714286,97.77,25.96,49.83,103.4,46.42,105.21,99.13,89.13666667,99.03,63.26,63.29666667,12.08,24.75,4.98,7.85,678.0727272,2335.350413,0.914127988,0.405425728,3,214
3/9/2018,214,298,33,161,238.6666667,223.7142857,186.47,97.77,25.96,145.12,115.78,46.42,105.21,111.1033333,27.6,99.03,64.01333333,47.08,29.39666667,9.77,7.52,582.4989092,3832.701652,0.920971288,0.38963045,4,204
3/12/2018,204,214,298,299,271.6666667,237.7142857,151.12,186.47,97.77,163.79,171.11,115.78,46.42,119.7266667,65.41,27.6,57.02,29.03,35.94666667,7.81,9.09,500.4840001,4718.785455,0.939856058,0.341570769,0,397
3/18/2018,397,204,214,275,201.6666667,199,153.78,151.12,186.47,149.4733333,72.29,171.11,115.78,124.5233333,78.05,65.41,74.02333333,31.73,29.31,9.69,6.926666667,464.482909,3019.418182,0.970063922,0.242849722,6,4
3/19/2018,4,397,204,243,257.3333333,217.2857143,143.52,153.78,151.12,160.47,130.17,72.29,171.11,98.42666667,78.61,78.05,61.12,27.17,30.68666667,3.28,5.303333333,574.0884545,2525.663636,0.974100455,0.226115686,0,371
3/24/2018,371,4,397,33,256.6666667,269,184.11,143.52,153.78,142.5033333,92.82,130.17,72.29,160.58,26.7,78.61,60.05,33.16,31.86666667,2.94,4.753333333,433.116,3471.147108,0.989932495,0.141540295,5,395
3/25/2018,395,371,4,298,400,288.4285714,99.88,184.11,143.52,122.32,258.75,92.82,130.17,162.8166667,74.84,26.7,55.84,35.27,26.96666667,8.04,5.96,336.4056364,2858,0.992222209,0.124479264,6,434
3/26/2018,434,395,371,214,296.3333333,266.4285714,82.97,99.88,184.11,120.8466667,136.88,258.75,92.82,209.42,65.98,74.84,56.44333333,12.47,18.78333333,6.9,5.186666667,940.9221818,2170.54876,0.994217907,0.107381347,0,60
3/27/2018,60,434,395,204,226,263.5714286,179.69,82.97,99.88,115.0833333,232.63,136.88,258.75,157.4166667,28.51,65.98,57.79333333,8.61,20.89666667,0.62,3.136666667,415.9532727,1936.550413,0.995918996,0.09025161,1,184
3/28/2018,184,60,434,397,113,220.4285714,82.59,179.69,82.97,98.08666667,102.74,232.63,136.88,145.8333333,78.89,28.51,56.44,41.61,18.74,1.89,3.256666667,102.336,2798.238016,0.997324973,0.07309513,2,95
3/29/2018,95,184,60,4,178.3333333,256.4285714,31.98,82.59,179.69,94.58,102.13,102.74,232.63,120.7266667,61.92,78.89,53.18666667,6,19.08,7.26,5.886666667,532.1165454,3369.842975,0.998435421,0.05591699,3,256
3/30/2018,256,95,184,371,155.6666667,220,169.17,31.98,82.59,104.09,157.31,102.13,102.74,94.80333333,18.75,61.92,51.54333333,9.63,6.306666667,8.51,7.566666667,352.5534546,3449.276033,0.999250011,0.038722281,4,116
3/31/2018,116,256,95,395,161,179.4285714,111.12,169.17,31.98,160.01,24.97,157.31,102.13,105.8233333,73.96,18.75,55.22666667,3.29,20.44333333,6.93,5.28,766.2752727,3494.140496,0.999768502,0.021516097,5,111
4/1/2018,111,116,256,434,134.6666667,142.7142857,199.74,111.12,169.17,117.27,135.19,24.97,157.31,146.3533333,72.97,73.96,55.28333333,48.41,21.88,0.4,4.556666667,154.1209091,3769.983471,0.99999074,0.004303538,6,177
4/2/2018,177,111,116,60,214.6666667,185,40.95,199.74,111.12,100.6866667,278.9,135.19,24.97,146.56,18.92,72.97,41.47666667,13.94,32.57333333,6.34,4.773333333,256.6381818,3702.846281,0.999916659,-0.012910296,0,356
4/3/2018,356,177,111,184,216.3333333,175.2857143,61.37,40.95,199.74,70.56666667,25.59,278.9,135.19,183.15,32.54,18.92,34.19333333,35.37,24.33333333,7.58,7.436666667,356.9765455,3751.082645,0.999546281,-0.030120305,1,116
4/4/2018,116,356,177,95,302,223.7142857,109.38,61.37,40.95,88.00333333,244.96,25.59,278.9,145.4166667,51.12,32.54,42.59,23.69,34.07,8.39,6.033333333,334.0403637,4031.742149,0.998879716,-0.047321388,2,434
4/5/2018,434,116,356,256,329.6666667,249.8571429,93.26,109.38,61.37,75.61666667,165.7,244.96,25.59,216.4666667,44.11,51.12,52.14666667,43.15,37.82333333,2.13,3.633333333,90.01718181,3979.053719,0.997917161,-0.064508449,3,439
4/6/2018,439,434,116,116,306,239.7142857,24.21,93.26,109.38,100.6333333,238.74,165.7,244.96,152.44,61.21,44.11,53.89333333,46.63,40.23,0.38,1.493333333,736.0433637,3891.561983,0.996658902,-0.081676395,4,45
4/7/2018,45,439,434,111,309,287.1428571,184.43,24.21,93.26,100.6066667,52.88,238.74,165.7,109.6533333,56.36,61.21,44.39333333,30.91,40.64,1.97,3.753333333,415.9216364,4526.385858,0.995105311,-0.098820139,5,443
4/8/2018,443,45,439,177,164,262.4285714,93.18,184.43,24.21,150.4433333,37.34,52.88,238.74,93.95,15.61,56.36,48.84333333,44.38,35.49666667,8.91,3.673333333,799.112,3253.923967,0.993256849,-0.1159346,6,4
4/9/2018,4,443,45,356,215,239.8571429,173.72,93.18,184.43,131.7233333,191.63,37.34,52.88,172.27,74.56,15.61,60.41666667,31.2,26.97,0.14,4.856666667,514.2460909,2163.492929,0.991114064,-0.133014707,0,198
4/10/2018,198,4,443,116,169,266.8571429,128.27,173.72,93.18,143.7633333,287.84,191.63,37.34,218.8166667,91.08,74.56,58.96333333,5.33,16.90333333,5.52,4.63,527.7790909,2644.827273,0.98867759,-0.150055398,1,305
4/11/2018,305,198,4,434,327.3333333,273.2857143,129.3,128.27,173.72,138.74,176.98,287.84,191.63,239.4533333,11.25,91.08,42.45333333,14.18,17.32666667,8.23,7.343333333,767.2890909,3233.655372,0.98594815,-0.167051626,2,479
4/12/2018,479,305,198,439,377.3333333,260.2857143,158.65,129.3,128.27,111.27,253.54,176.98,287.84,154.96,25.03,11.25,14.92,32.47,22.22666667,8.28,7.35,337.2794546,2313.632231,0.982926552,-0.183998352,3,348
4/14/2018,348,479,305,45,296,262.5714286,45.86,158.65,129.3,95.65666667,34.36,253.54,176.98,154.1733333,8.48,25.03,38.36333333,20.03,29.49333333,5.54,6.52,310.3494546,1677.727273,0.976010551,-0.21772323,5,61
4/15/2018,61,348,479,443,210.6666667,231.1428571,82.46,45.86,158.65,54.47666667,174.62,34.36,253.54,146.56,81.58,8.48,56.55333333,35.98,22.67,5.74,6.993333333,151.2921818,2261.613223,0.972118197,-0.23449139,6,223
4/16/2018,223,61,348,4,96,231.1428571,35.11,82.46,45.86,97.86,230.7,174.62,34.36,165.7466667,79.6,81.58,75.07,12,19.31333333,9.7,7.35,1108.863,2978.58595,0.967937783,-0.251190064,0,4
4/17/2018,4,223,61,198,240.3466667,273.4342857,176.01,35.11,82.46,121.99,91.92,230.7,174.62,181.2066667,64.03,79.6,76.25333333,9.96,23.33333333,6.61,7.873333333,755.9495455,2144.876033,0.963470549,-0.267814305,1,494.04
